,alpha,k3,k4,kisp,d3,d4,disp,ddp,r3,r4,risp,rdp,dn30,dn40,isp0,dp0,ssr
0,0.07862909494416397,9.694368847821927,5.643839576977298,11.01854641041556,8.664238160104158,0.10531738178148115,4.1018776647658,6.546203647346806,6.296712116265665,1.7705093387617723,1.658278247885535,1.8917976264455778,0.9775465607485068,0.0010344694398890725,0.9962267624618302,0.008998138743019855,28.048652792636368
1,0.733267313703192,4.342808057612793,7.039209842585888,0.5467034846231837,8.157593472878096,3.5839034367325504,3.730736938793717,5.398491876315708,1.5351869330280932,3.3332581009587967,7.145846538435474,1.4994117920677408,0.9996161888160418,1.365893253602059e-07,0.9999999856081214,3.3316525312514647e-07,2906544.260274945
2,0.2016911498854029,5.988517157113386,12.199067819792784,97.4978081165604,4.41210484684777,3.2028028660414956,71.80097164452928,24.648687009098705,1.126825462883354,4.354455792978595,6.742785992541132,9.814019619158582,0.8544970207190206,0.031770645329908205,0.9997414710449605,0.549994988813699,28.914358356338337
3,0.03552262611055555,3.6878507009766075,2.3291447899864344,7.823331751772707,8.278852317714446,8.10590456173358,2.705214421271341,7.432985717896146,8.181058807316207,7.757117866907352,6.567278707962643,2.4937492265647236,0.7358770577163632,1.6110207852710785e-05,0.9869637645330143,0.0843398079354932,16.627024852891978
4,0.4264578057215016,13.539233841024753,9.18254183980525,1.39367255430005,3.2515488330972646,1.229588499820441,9.252994031764391,1.3838727043769041,8.297806818536554,4.582511594460055,6.13626129385099,1.022339897059033,0.9999773986085896,9.694298034237682e-05,0.9999725101936972,0.0007685069828782309,645045.3970237602
5,0.030343766774718558,0.006177765277180694,0.4400125628503139,8.720015676797518,12.923766490121915,6.0484550773710595,1.923836082560978,0.016894283249485657,10.75781277250003,2.5790677578508414,13.113577496204094,0.9961064261679299,0.8624065942892385,0.27542810126091893,0.9301676310385332,0.10449138735710485,14.293567553954908
6,0.0637893726460721,0.006027129977995944,3.1843026038245164,5.544776409669331,6.651645233650882,5.825888243656784,1.970851901186307,8.406187087987393,4.725162331251074,4.7447790294224035,5.5724394851720485,4.183050116634863,0.8380896590082392,0.32931657180954405,0.9480678209385602,0.11794854760854087,14.581425894606067
7,0.9808071109485975,3.5585707772053006,8.26227738043842,6.385587446028283,7.931890542938768,8.065137516795394,3.1052914522597104,8.878293177852564,5.9504481737444825,2.776133340425418,2.038766910474233,3.212240859969338,0.9990861164727598,6.809542854915921e-06,0.9993392375852274,0.001151128820763159,5831.045383199092
8,0.06786801183786302,1.1469064289350404,9.312023484980639,722.1466939053523,3.1129814248575975,1.2396294452804253,7.836518003260961,8.499017990957368,5.601925821141578,10.805472677742538,6.452823006772848,5.99869523800514,0.99951939798754,8.080947721681832e-06,0.9903493109929552,0.17545460252824957,18.22044748237436
9,0.6328868772320827,8.619164021740307,8.811657328957589,6.764437871988002,1.7682677246275003,6.553418286008555,9.12585475287793,0.9359749932801099,8.43880822409493,4.545305835526072,7.132249944568283,4.112386611952336,0.9987649004194139,0.000932010422200738,0.9993865046419724,0.021608422401894666,63.134189695926786
10,0.053829620627529426,6.691138646961808,2.876630548582047,1.9245779237054834,2.5750613946633694,7.752351470147358,1.7291954884159308,5.596906879069223,3.0308887404392095,8.042157661418045,7.377998767382842,4.171789889639796,0.64747365923174,0.0030873635315395993,0.9347949922156085,0.06182504115726909,17.242818033140058
11,0.41563919558250106,1.5094177853106636,5.591077992890915,4.336131574210376,7.232460411929868,2.549772008580206,4.8244665853701765,2.9142808781757092,0.9906405500809582,0.13665039206731885,7.445518698228322,5.121652686209525,0.9999854464442853,1.8090627203681347e-05,0.9999768119601073,1.3958038770256778e-07,1530.0653100018756
12,0.05438872181359126,1.05154855386314,3.0603993683314874,7.881862770373841,10.239152241613306,7.835382446094882,2.037371718337798,9.024971578709915,5.467063704747317,5.892308464961925,6.509758631750526,3.7315364395910873,0.8078607601508921,0.0014474593194237226,0.9946819852395987,0.11519873960687718,15.540601647664877
13,0.7293383743520364,8.229958493417072,9.981824361717427,6.981591155146316,5.292299282282525,3.6828422531198397,3.2155841886866248,3.4027841543185047,1.4399595466342188,0.13024092161077497,1.514294199077592,6.217076200791423,0.9999099196142167,0.00010350715268656733,0.9999997541111488,6.148458106079244e-05,12386.962563181743
14,0.9519894867490589,9.55881674753529,7.486902308826415,1.7656310744314705,2.5312317416704877,7.4117541174678685,9.744448896862254,2.940684630680319,9.890577084524594,0.7205081648388791,8.01190029743527,6.999167305354633,0.9999989752775242,3.5537151934006207e-07,0.9999995941972927,4.0525802471301497e-07,66.35045935261654
15,0.8720517058832923,4.284760069839351,6.664347785884503,0.5143657650759415,7.900988241942115,7.416469676323216,3.7409719781806885,1.278065767507116,5.808909516854575,3.7233843422131274,5.917902865867758,2.9850979068971695,0.9999999999,1e-10,0.9999999999,1e-10,1.2899061246523718e+24
16,0.7567636965687684,8.990647063491764,8.045786419639441,0.41669951787248644,9.28145089655431,4.641163776943751,2.5395626006895937,5.968361849794331,2.317331355992482,8.494578445187424,9.882061713907575,6.648731766947095,0.9999999999,9.9999999991151e-11,0.9999999999,9.999999975228068e-11,1.7713549022426366e+20
17,0.093333763576799,7.523738835844501,3.2373848617984473,7.115388438743875,5.446026365154664,4.867529480385873,7.917721044264684,7.574898693283546,3.89420856943716,1.9708407229178768,8.873574080764191,1.719853850816014,0.9885027057650085,0.004790215564277611,0.987406556325059,0.003766657141440197,32.57917354197956
18,0.769137130187191,9.857269984930303,4.756082137312546,0.00497256868426409,5.968602867531515,0.20080557174503805,9.189187954132812,3.367795946375078,8.302332560759703,1.079702723189561,2.2934409935408033,3.8579589934792136,0.9999999085340017,3.3567675626846275e-08,0.999996750305725,5.749196686958273e-08,902878095729484.9
19,0.24692810853477953,1.3825785432906588,6.890029423879759,0.5154354028863375,9.470133383110925,7.381052975578844,0.014510197620448037,2.1912575836676083,1.5400668069497632,3.9474258556007418,6.374469771983005,3.3834563437502756,0.9999915018593772,3.649254712680898e-06,0.9999327714245072,6.194812912137053e-06,213654.19211129824
20,0.020464571251192498,5.565675858506777,7.892022987412563,6.598309980545568,8.172486543450594,6.7885386012271365,0.05645868256014005,2.1210634978706135,12.11462808339994,2.7249840249933333,2.0057379290036157,4.746407250929892,0.5851164792150009,0.001415084190345166,0.9977112546460857,0.32451481113641334,18.780836536776924
21,0.04088946394378742,2.820706416991483,4.261005220130478,34.558433813087085,5.166950632059364,6.0228393621524825,11.254602883127895,8.095316956439023,7.108712027599107,9.412552304542158,0.0002611579582707722,3.9816325570942515,0.7988417679014167,0.009970678098587224,0.9629955735497,0.16367559153502192,17.71789207766073
22,0.25357037566362023,2.7711265679869066,5.5491885329530914,2.8658525822980954,5.087555372692969,10.212486169842865,4.953970704698205,9.953608773162033,1.9581172109260736,4.55168258315457,5.180616246301058,6.109261355634816,0.9999996314529407,3.265659414033808e-07,0.9999993252199592,2.3277913765831834e-07,327354.9457497907
